"Sample","OTU002_1","OTU001_1","OTU003_1","OTU009_1","OTU134_67","OTU024_1","OTU006_1","OTU052_1","OTU010_99","OTU030_1","OTU029_1","OTU134_33","OTU016_1","OTU007_1","OTU031_1","OTU109_1","OTU680_1","OTU004_1","OTU014_1","OTU032_95","OTU123_72","OTU679_1","OTU122_1","OTU041_1","OTU677_1","OTU037_1","OTU051_1","OTU025_1","OTU022_1","OTU117_1","OTU085_1","OTU005_1","OTU675_1","OTU028_1","OTU021_99","OTU678_1","OTU676_1","OTU036_1","OTU038_92","OTU123_28","OTU112_1","OTU008_1","OTU666_1","OTU670_1","OTU673_1","OTU108_1","OTU111_1","OTU013_1","OTU035_1","OTU110_1","OTU107_1","OTU672_1","OTU671_1","OTU120_1","OTU664_1","OTU042_1","OTU033_99","OTU668_1","OTU662_1","OTU658_1","OTU659_1","OTU661_1","OTU023_1","OTU656_1","OTU067_1","OTU020_1","OTU099_1","OTU053_1","OTU657_1","OTU100_1","OTU050_92","OTU046_1","OTU054_1","OTU093_98","OTU653_1","OTU011_1","OTU652_1","OTU092_1","OTU650_1","OTU660_1","OTU648_1","OTU089_1","OTU102_1","OTU663_1","OTU647_1","OTU045_1","OTU655_1","OTU642_1","OTU026_1","OTU129_1","OTU645_1","OTU654_1","OTU644_1","OTU643_1","OTU640_1","OTU072_1","OTU641_1","OTU086_77","OTU646_1","OTU055_1","OTU019_91","OTU636_1","OTU062_1","OTU649_1","OTU638_1","OTU635_1","OTU632_1","OTU651_1","OTU138_1","OTU637_1","OTU018_1","OTU634_1","OTU056_82","OTU625_1","OTU639_1","OTU630_1","OTU088_1","OTU591_1","OTU080_1","OTU135_1","OTU627_1","OTU078_74","OTU079_1","OTU620_1","OTU096_1","OTU106_1","OTU616_1","OTU623_1","OTU061_1","OTU610_1","OTU071_1","OTU619_1","OTU613_1","OTU633_1","OTU017_1","OTU060_1","OTU608_1","OTU074_1","OTU612_1","OTU027_1","OTU015_1","OTU065_1","OTU602_1","OTU606_1","OTU127_1","OTU604_1","OTU075_1","OTU609_1","OTU624_1","OTU618_1","OTU605_1","OTU629_1","OTU628_1","OTU631_1","OTU595_1","OTU101_1","OTU597_1","OTU594_1","OTU103_1","OTU032_054","OTU607_1","OTU611_1","OTU012_1","OTU598_1","OTU128_1","OTU589_1","OTU131_9","OTU599_1","OTU124_1","OTU568_1","OTU574_1","OTU580_1","OTU073_1","OTU581_1","OTU582_1","OTU564_1","OTU615_1","OTU116_1","OTU576_1","OTU614_1","OTU592_1","OTU586_1","OTU090_1","OTU579_1","OTU617_1","OTU076_1","OTU077_1","OTU626_1","OTU068_1","OTU565_1","OTU562_1","OTU596_1","OTU622_1","OTU064_1","OTU558_1","OTU573_1","OTU551_1","OTU601_1","OTU570_1","OTU553_1","OTU577_1","OTU572_1","OTU537_1","OTU567_1","OTU538_1","OTU539_1","OTU040_1","OTU561_1","OTU118_1","OTU571_1","OTU104_1","OTU546_1","OTU569_1","OTU575_1","OTU044_1","OTU059_1","OTU566_1","OTU153_1","OTU560_1","OTU603_1","OTU543_1","OTU086_23","OTU094_1","OTU038_085","OTU532_1","OTU540_1","OTU590_1","OTU147_1","OTU142_1","OTU165_1","OTU544_1","OTU563_1","OTU149_1","OTU168_1","OTU174_1","OTU545_1","OTU139_1","OTU154_1","OTU554_1","OTU176_1","OTU063_1","OTU593_1","OTU119_1","OTU549_1","OTU180_1","OTU185_1","OTU081_1","OTU166_1","OTU145_1","OTU181_1","OTU058_1","OTU082_1","OTU588_1","OTU188_1","OTU587_1","OTU541_1","OTU585_1","OTU584_1","OTU583_1","OTU197_1","OTU097_1","OTU172_1","OTU084_1","OTU542_1","OTU578_1","OTU010_011","OTU121_1","OTU171_1","OTU199_1","OTU078_26","OTU095_1","OTU189_1","OTU200_1","OTU157_1","OTU559_1","OTU208_1","OTU535_1","OTU113_1","OTU047_1","OTU556_1","OTU557_1","OTU105_1","OTU219_1","OTU167_1","OTU552_1","OTU533_1","OTU225_1","OTU215_1","OTU548_1","OTU547_1","OTU246_1","OTU150_1","OTU245_1","OTU236_1","OTU211_1","OTU227_1","OTU069_1","OTU194_1","OTU260_1","OTU039_1","OTU179_1","OTU205_1","OTU043_57","OTU098_65","OTU161_1","OTU536_1","OTU056_18","OTU091_1","OTU048_1","OTU087_1","OTU143_1","OTU144_1","OTU221_1","OTU187_1","OTU146_1","OTU162_1","OTU263_1","OTU274_1","OTU212_1","OTU214_1","OTU148_1","OTU213_1","OTU248_1","OTU151_1","OTU152_1","OTU242_1","OTU198_1","OTU156_1","OTU262_1","OTU159_1","OTU184_1","OTU234_1","OTU160_1","OTU206_1","OTU264_1","OTU255_1","OTU289_1","OTU257_1","OTU600_1","OTU066_1","OTU163_1","OTU267_1","OTU114_1","OTU186_1","OTU239_1","OTU164_1","OTU218_1","OTU254_1","OTU173_1","OTU250_1","OTU290_1","OTU169_1","OTU170_1","OTU297_1","OTU034_1","OTU049_1","OTU195_1","OTU050_08","OTU177_1","OTU280_1","OTU133_1","OTU270_1","OTU178_1","OTU201_1","OTU182_1","OTU183_1","OTU293_1","OTU320_1","OTU292_1","OTU318_1","OTU043_43","OTU190_1","OTU191_1","OTU192_1","OTU621_1","OTU193_1","OTU196_1","OTU202_1","OTU277_1","OTU203_1","OTU204_1","OTU291_1","OTU207_1","OTU209_1","OTU210_1","OTU126_1","OTU346_1","OTU361_1","OTU351_1","OTU070_1","OTU216_1","OTU217_1","OTU324_1","OTU057_1","OTU220_1","OTU222_1","OTU305_1","OTU223_1","OTU224_1","OTU226_1","OTU228_1","OTU229_1","OTU130_1","OTU230_1","OTU231_1","OTU232_1","OTU233_1","OTU359_1","OTU237_1","OTU238_1","OTU240_1","OTU241_1","OTU243_1","OTU534_1","OTU098_35","OTU244_1","OTU247_1","OTU019_089","OTU251_1","OTU252_1","OTU253_1","OTU256_1","OTU258_1","OTU259_1","OTU375_1","OTU261_1","OTU350_1","OTU265_1","OTU266_1","OTU268_1","OTU269_1","OTU377_1","OTU271_1","OTU272_1","OTU273_1","OTU275_1","OTU276_1","OTU301_1","OTU306_1","OTU155_1","OTU278_1","OTU279_1","OTU281_1","OTU282_1","OTU283_1","OTU284_1","OTU550_1","OTU115_1","OTU285_1","OTU286_1","OTU287_1","OTU288_1","OTU141_1","OTU294_1","OTU295_1","OTU296_1","OTU137_1","OTU298_1","OTU299_1","OTU300_1","OTU083_1","OTU125_1","OTU303_1","OTU304_1","OTU307_1","OTU308_1","OTU309_1","OTU409_1","OTU310_1","OTU311_1","OTU312_1","OTU313_1","OTU314_1","OTU315_1","OTU316_1","OTU317_1","OTU319_1","OTU321_1","OTU322_1","OTU402_1","OTU323_1","OTU325_1","OTU326_1","OTU327_1","OTU328_1","OTU329_1","OTU394_1","OTU330_1","OTU331_1","OTU332_1","OTU132_8","OTU333_1","OTU334_1","OTU335_1","OTU397_1","OTU336_1","OTU337_1","OTU338_1","OTU339_1","OTU340_1","OTU342_1","OTU343_1","OTU681_1","OTU136_1","OTU344_1","OTU345_1","OTU347_1","OTU348_1","OTU349_1","OTU140_1","OTU352_1","OTU353_1","OTU354_1","OTU355_1","OTU356_1","OTU357_1","OTU358_1","OTU360_1","OTU362_1","OTU363_1","OTU364_1","OTU365_1","OTU366_1","OTU021_014","OTU367_1","OTU368_1","OTU369_1","OTU401_1","OTU429_1","OTU370_1","OTU371_1","OTU372_1","OTU373_1","OTU374_1","OTU396_1","OTU302_1","OTU376_1","OTU378_1","OTU379_1","OTU380_1","OTU669_1","OTU381_1","OTU382_1","OTU383_1","OTU384_1","OTU385_1","OTU464_1","OTU131_095","OTU386_1","OTU387_1","OTU480_1","OTU665_1","OTU389_1","OTU390_1","OTU391_1","OTU392_1","OTU393_1","OTU667_1","OTU395_1","OTU398_1","OTU399_1","OTU400_1","OTU403_1","OTU404_1","OTU405_1","OTU493_1","OTU235_1","OTU406_1","OTU407_1","OTU408_1","OTU410_1","OTU411_1","OTU412_1","OTU413_1","OTU414_1","OTU415_1","OTU175_1","OTU416_1","OTU417_1","OTU486_1","OTU341_1","OTU418_1","OTU419_1","OTU420_1","OTU421_1","OTU422_1","OTU423_1","OTU424_1","OTU425_1","OTU485_1","OTU426_1","OTU427_1","OTU428_1","OTU430_1","OTU431_1","OTU432_1","OTU433_1","OTU434_1","OTU435_1","OTU436_1","OTU437_1","OTU438_1","OTU439_1","OTU440_1","OTU441_1","OTU442_1","OTU093_02","OTU443_1","OTU444_1","OTU445_1","OTU446_1","OTU447_1","OTU448_1","OTU449_1","OTU450_1","OTU451_1","OTU452_1","OTU453_1","OTU454_1","OTU455_1","OTU456_1","OTU457_1","OTU458_1","OTU459_1","OTU460_1","OTU461_1","OTU462_1","OTU463_1","OTU465_1","OTU466_1","OTU388_1","OTU467_1","OTU468_1","OTU674_1","OTU158_1","OTU469_1","OTU470_1","OTU471_1","OTU472_1","OTU555_1","OTU473_1","OTU474_1","OTU475_1","OTU476_1","OTU477_1","OTU478_1","OTU479_1","OTU481_1","OTU482_1","OTU483_1","OTU484_1","OTU487_1","OTU488_1","OTU489_1","OTU490_1","OTU491_1","OTU492_1","OTU494_1","OTU495_1","OTU496_1","OTU497_1","OTU498_1","OTU499_1","OTU500_1","OTU501_1","OTU033_0089","OTU249_1","OTU502_1","OTU503_1","OTU504_1","OTU505_1","OTU506_1","OTU507_1","OTU508_1","OTU509_1","OTU510_1","OTU511_1","OTU512_1","OTU132_2","OTU514_1","OTU515_1","OTU516_1","OTU513_1","OTU517_1","OTU518_1","OTU519_1","OTU520_1","OTU521_1","OTU522_1","OTU523_1","OTU524_1","OTU525_1","OTU526_1","OTU527_1","OTU528_1","OTU529_1","OTU530_1","OTU531_1"
"Milwaukee__WI__2016-01-06",6017,1314,1747,1385,240,838,1284,1789,120,867,2232,12,324,0,562,501,203,0,339,0,584,0,292,412,70,0,16,0,0,0,292,0,250,0,0,86,78,559,0,139,0,0,183,0,256,0,108,0,0,138,314,184,705,198,0,0,0,65,0,0,0,0,475,0,0,0,0,0,37,148,0,0,0,0,0,0,0,24,0,0,0,0,31,0,0,35,0,0,0,0,0,0,0,0,0,101,0,0,0,86,0,0,20,0,0,0,0,133,0,0,0,0,0,0,0,0,0,129,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,28,168,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,67,0,41,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,51,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee__WI__2017-01-05",2121,1162,332,547,0,260,502,597,0,731,761,0,350,0,215,508,97,0,83,0,959,0,133,196,0,54,0,0,0,0,61,0,322,0,0,45,57,266,0,308,0,0,52,0,33,0,46,0,0,241,69,63,0,66,0,0,0,129,0,0,0,0,132,0,0,0,0,58,0,77,0,0,0,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,82,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,74,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GreatFalls__MT__2013-01-16",274,666,85,271,0,321,26,43,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,52,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee__WI__2016-02-08",8761,1547,2493,2703,0,1323,1617,194,0,1094,580,0,1605,0,333,662,304,40,156,0,639,0,155,90,0,223,0,0,0,26,0,0,0,0,0,513,217,0,0,112,0,0,329,0,95,0,0,0,0,133,0,207,224,71,0,0,0,107,0,0,0,0,0,0,0,57,0,0,25,0,0,304,0,0,0,0,0,0,156,0,115,133,23,0,0,162,0,0,0,0,0,0,47,0,0,0,0,0,0,233,0,0,21,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,64,0,131,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee__WI__2017-02-06",5744,611,1198,1350,111,628,1169,295,54,743,394,0,284,9,105,227,134,8,100,0,98,0,0,32,0,67,0,0,0,0,0,0,72,0,0,405,145,0,0,0,0,0,63,0,24,0,109,0,0,6,0,71,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,0,0,43,0,0,0,0,0,0,0,0,0,24,0,0,0,36,0,0,0,0,0,0,0,26,0,0,0,0,0,105,0,0,0,0,0,0,0,49,0,0,0,8,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portland__OR__2013-01-16",150,2949,2290,0,1728,1504,0,1104,765,0,0,423,1015,0,855,322,78,20,847,0,54,0,0,0,141,0,267,0,48,23,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,154,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,576,0,0,0,412,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
